month,site,island,date,rain,season,proportion_wtNw_on_night,proportion_wtNw_per_site,trial,time,time_postsunset,trap,playback,flies_caught,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t1,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t2,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t5,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t7,song,2,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,1,18:20,5,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t2,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t4,song,2,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t6,song,10,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,2,18:38,23,t8,song,5,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t1,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t2,control,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t5,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t7,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,3,18:59,44,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t2,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t4,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t6,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,4,19:15,60,t8,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t1,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t2,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t5,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t7,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,5,19:36,81,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t2,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t4,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t6,song,1,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,6,19:53,98,t8,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t1,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t2,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t5,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t7,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,7,20:09,114,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t2,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t4,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t6,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,8,20:25,130,t8,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t1,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t2,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t5,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t7,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,9,20:45,150,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t2,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t4,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t6,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,10,21:00,165,t8,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t1,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t2,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t3,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t4,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t5,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t6,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t7,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,11,21:14,179,t8,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t1,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t2,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t3,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t4,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t5,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t6,song,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t7,control,0,
Jan,K.CG,Kauai,13/01/2022,dry,wet,0,0,12,21:27,192,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,1,18:15,0,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,2,18:28,13,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,3,18:44,29,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,4,18:58,43,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,5,19:15,60,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,6,19:28,73,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,7,19:41,86,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,8,19:54,99,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,9,20:10,115,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,10,20:23,128,t8,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t1,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t2,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t3,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t4,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t5,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t6,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t7,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,11,20:36,141,t8,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t1,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t2,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t3,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t4,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t5,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t6,song,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t7,control,0,
Jan,K.PK,Kauai,14/01/2022,dry,wet,0.6,0.74,12,20:49,154,t8,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t1,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t2,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t3,song,2,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t4,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t5,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t6,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t7,song,1,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,1,18:15,0,t8,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t1,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t2,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t3,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t4,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t5,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t6,song,1,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t7,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,2,18:29,14,t8,song,1,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t1,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t2,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t3,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t4,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t5,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t6,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t7,song,1,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,3,18:43,28,t8,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t1,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t2,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t3,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t4,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t5,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t6,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t7,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,4,18:58,43,t8,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t1,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t2,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t3,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t4,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t5,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t6,control,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t7,song,0,
Jan,K.AS,Kauai,15/01/2022,mod. rain,wet,0,0,5,19:11,56,t8,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t1,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t2,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t3,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t4,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t5,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t6,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t7,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,6,19:28,73,t8,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t1,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t2,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t3,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t4,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t5,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t6,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t7,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,7,19:41,86,t8,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t1,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t2,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t3,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t4,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t5,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t6,song,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t7,control,0,
Jan,K.AS,Kauai,15/01/2022,light rain,wet,0,0,8,19:54,99,t8,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t1,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t2,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t3,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t4,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t5,song,1,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t6,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t7,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,1,18:15:00,0,t8,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t1,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t2,song,4,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t3,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t4,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t5,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t6,song,1,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t7,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,2,18:29,14,t8,song,5,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t1,song,1,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t2,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t3,song,2,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t4,song,1,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t5,song,5,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t6,control,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t7,song,0,
Jan,K.CG,Kauai,16/01/2022,light rain,wet,0,0,3,18:45,30,t8,control,0,
Jan,K.CG,Kauai,16/01/2022,dry,wet,0,0,4,19:02,47,t1,control,0,
Jan,K.CG,Kauai,16/01/2022,dry,wet,0,0,4,19:02,47,t2,song,2,
Jan,K.CG,Kauai,16/01/2022,dry,wet,0,0,4,19:02,47,t3,control,0,
Jan,K.CG,Kauai,16/01/2022,dry,wet,0,0,4,19:02,47,t4,song,0,
Jan,K.CG,Kauai,16/01/2022,dry,wet,0,0,4,19:02,47,t5,control,0,
