Results of differential gene expression analysis for cricket responses to larval infestation. Positional information for genes is given in 'Infestation_annotation' tab,,,,,,
baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
572.1680722,-0.280683036,0.270160712,-1.038948387,0.298828741,0.641498488,TOC.1T.00396
358.7069861,-0.031290892,0.143988007,-0.217315961,0.827962119,0.945454694,TOC.1T.00395
0.223026201,-0.664115211,3.724945049,-0.178288593,0.858496337,NA,TOC.1T.00401
268.9933702,-0.566190796,0.682599054,-0.8294632,0.406842352,0.729867003,TOC.1T.00400
5.40639823,0.217448629,0.544382561,0.399440844,0.689568404,0.892853891,TOC.1T.00405
0,NA,NA,NA,NA,NA,TOC.1T.00404
775.08332,-0.20904119,0.172376517,-1.212701089,0.225244123,0.562227493,TOC.1T.00403
6.825237473,-2.565909991,1.837448084,-1.396453055,0.162578108,0.48458204,TOC.1T.00409
1.790975916,-1.471847537,3.582357512,-0.410860036,0.681175168,NA,TOC.1T.00410
1.735145707,-2.145401338,3.668314086,-0.584846686,0.558650809,NA,TOC.1T.00412
120.9803034,0.896255481,0.395754324,2.264676408,0.023532544,0.160055829,TOC.1T.00414
35.37278453,0.260376818,0.738833381,0.352416152,0.72452619,0.907285886,TOC.1T.00406
106.9898496,0.087168499,0.167545503,0.520267614,0.602877065,0.848957781,TOC.1T.00407
12.6982873,-2.117586152,1.453276524,-1.457111649,NA,NA,TOC.1T.00415
306.9122333,0.534750389,0.134490463,3.976121248,7.00E-05,0.002129234,TOC.1T.00416
0.268802968,-1.887384263,3.703106186,-0.509675977,0.610278486,NA,TOC.1T.00421
9.071158769,-2.043363217,2.794913804,-0.731100621,0.464717695,0.773346061,TOC.1T.00419
4.126563325,3.806411033,2.116018809,1.798855009,0.072041619,NA,TOC.1T.00420
